カード名,登場期
幻獣機ハムストラット,8
傷炎星－ウルブショウ,8
速炎星－タイヒョウ,8
空炎星－サイチョウ,8
殺炎星－ブルキ,8
水精鱗－オーケアビス,8
魔導獣士 ルード,8
マドルチェ・ホーットケーキ,8
真海皇 トライドン,8
炎王獣 ガルドニクス,8
ハーピィ・チャネラー,8
虚空の騎士,8
風霊神ウィンドローズ,8
巌征竜－レドックス,8
瀑征竜－タイダル,8
焔征竜－ブラスター,8
嵐征竜－テンペスト,8
調星師ライズベルト,8
グリーン・ダストン,8
No.107 銀河眼の時空竜,8
ガントレット・シューター,8
フェアリー・チア・ガール,8
CX ダーク・フェアリー・チア・ガール,8
シャーク・フォートレス,8
零鳥獣シルフィーネ,8
BK 拘束蛮兵リードブロー,8
No.105 BK 流星のセスタス,8
CNo.105 BK 彗星のカエストス,8
幻獣機ドラゴサック,8
間炎星－コウカンショウ,8
ハーピィズペット幻竜,8
キングレムリン,8
ガガガウィンド,8
最強の盾,8
エクシーズ・リベンジ,8
RUM－バリアンズ・フォース,8
緊急発進,8
炎舞－「玉衝」,8
魔導書の神判,8
アビスケイル－ミヅチ,8
ヒステリック・サイン,8
七星の宝刀,8
星邪の神喰,8
サモンブレーカー,8
ピンポイント・ガード,8
もの忘れ,8
激流蘇生,8
エクシーズ・ブロック,8
空中補給,8
弾幕回避,8
炎舞－「開陽」,8
魔導人形の夜,8
ギアギアギア,8
燃え上がる大海,8
メンタルドレイン,8
牙竜転生,8
No.47 ナイトメア・シャーク,8
ハーピィ・ダンサー,8
ガガガキッド,8
マジカル・アンダーテイカー,8
クロクロークロウ,8
炎の護封剣,8
リボーン・パズル,8
CNo.39 希望皇ホープレイV,8
RUM－リミテッド・バリアンズ・フォース,8
ZW－荒鷲激神爪,8
ガンバランサー,8
パクバグ,8
クレーンクレーン,8
ジェントルーパー,8
地征竜－リアクタン,8
水征竜－ストリーム,8
ダックファイター,8
異界の棘紫獣,8
炎征竜－バーナー,8
風征竜－ライトニング,8
マドルチェ・ピョコレート,8
ビビット騎士,8
スターシップ・スパイ・プレーン,8
薔薇の聖弓手,8
青き眼の乙女,8
暴風竜の防人,8
竜の霊廟,8
銀龍の轟咆,8
竜魂の城,8
蒼眼の銀龍,8
幻獣機タートレーサー,8
聖騎士ガラハド,8
機炎星－ゴヨウテ,8
水精鱗－サルフアビス,8
機動要犀 トリケライナー,8
異怪の妖精 エルフォビア,8
トーテムバード,8
天命の聖剣,8
魔導書の奇跡,8
炎虎梁山爆,8
DZW－魔装鵺妖衣,8
Vサラマンダー,8
プリベントマト,8
マジック・リサイクラー,8
エクシーズ・エージェント,8
SDロボ・ライオ,8
SDロボ・エレファン,8
SDロボ・モンキ,8
光天使ウィングス,8
光天使ブックス,8
光天使ソード,8
アンブラル・グール,8
アンブラル・アンフォーム,8
アンブラル・ウィル・オ・ザ・ウィスプ,8
限界竜シュヴァルツシルト,8
武神－ヤマト,8
武神器－ムラクモ,8
武神器－ヘツカ,8
武神器－タルタ,8
武神器－ハバキリ,8
武神器－オロチ,8
幻獣機ウォーブラン,8
幻獣機ブルーインパラス,8
幻獣機コルトウィング,8
幻獣機ハリアード,8
孤炎星－ロシシン,8
猛炎星－テンレイ,8
魔導天士 トールモンド,8
トリック・デーモン,8
デーモンの騎兵,8
戦慄の凶皇－ジェネシス・デーモン,8
アトラの蟲惑魔,8
トリオンの蟲惑魔,8
カズーラの蟲惑魔,8
ザ・キャリブレーター,8
桜姫タレイア,8
ぴよコッコ,8
カメンレオン,8
飛翔するG,8
イエロー・ダストン,8
幻獣機コンコルーダ,8
罡炎星－リシュンキ,8
霞鳥クラウソラス,8
魔界闘士 バルムンク,8
幻層の守護者アルマデス,8
超念導体ビヒーマス,8
星態龍,8
CNo.39 希望皇ホープレイ・ヴィクトリー,8
牙鮫帝シャーク・カイゼル,8
輝光帝ギャラクシオン,8
廃品眼の太鼓竜,8
零鳥姫リオート・ハルピュイア,8
No.102 光天使グローリアス・ヘイロー,8
No.66 覇鍵甲虫マスター・キー・ビートル,8
No.104 仮面魔踏士シャイニング,8
CNo.104 仮面魔踏士アンブラル,8
武神帝－スサノヲ,8
聖光の宣告者,8
RUM－ヌメロン・フォース,8
エクシーズ・レセプション,8
異次元の古戦場－サルガッソ,8
サルガッソの灯台,8
武神降臨,8
垂直着陸,8
炎舞－「揺光」,8
伏魔殿－悪魔の迷宮－,8
トランスターン,8
黒白の波動,8
一点買い,8
逆さ眼鏡,8
エクシーズ・リベンジ・シャッフル,8
罪鍵の法－シン・キー・ロウ,8
Vain－裏切りの嘲笑,8
剣現する武神,8
武神逐,8
超音速波,8
蟲惑の落とし穴,8
エクシーズ・リバーサル,8
シェイプシスター,8
終焉の指名者,8
CNo.106 溶岩掌ジャイアント・ハンド・レッド,8
希望の創造者,8
デーモンの将星,8
先史遺産アステカ・マスク・ゴーレム,8
先史遺産カブレラの投石機,8
先史遺産マッドゴーレム・シャコウキ,8
先史遺産ソル・モノリス,8
ギミック・パペット－ボム・エッグ,8
ギミック・パペット－ギア・チェンジャー,8
ギミック・パペット－ナイト・ジョーカー,8
ギミック・パペット－シザー・アーム,8
ギミック・パペット－ナイトメア,8
H・C アンブッシュ・ソルジャー,8
H・C クラスプ・ナイフ,8
幻蝶の刺客オオルリ,8
おもちゃ箱,8
腐乱犬,8
No.54 反骨の闘士ライオンハート,8
No.44 白天馬スカイ・ペガサス,8
No.49 秘鳥フォーチュンチュン,8
No.57 奮迅竜トレスラグーン,8
No.63 おしゃもじソルジャー,8
No.74 マジカル・クラウン－ミッシング・ソード,8
No.85 クレイジー・ボックス,8
No.87 雪月花美神クイーン・オブ・ナイツ,8
機装天使エンジネル,8
CX 機装魔人エンジェネラル,8
CX 熱血指導神アルティメットレーナー,8
風紀宮司ノリト,8
CX 風紀大宮司サイモン,8
CHキング・アーサー,8
CX－CHレジェンド・アーサー,8
烈華砲艦ナデシコ,8
CX 激烈華戦艦タオヤメ,8
超巨大空中宮殿ガンガリディア,8
CX 超巨大空中要塞バビロン,8
フォトン・アレキサンドラ・クィーン,8
ナイト・バタフライ・アサシン,8
虚構王アンフォームド・ボイド,8
プリンセス・コロン,8
傀儡儀式－パペット・リチューアル,8
ストイック・チャレンジ,8
オーバーレイ・キャプチャー,8
ナンバーズ・ウォール,8
紋章の記録,8
幻蝶の護り,8
ギャラクシー・ドラグーン,8
地獄大百足,8
ラブラドライドラゴン,8
チャウチャウちゃん,8
マリスボラス・スプーン,8
マリスボラス・フォーク,8
マリスボラス・ナイフ,8
BK リベージ・ガードナー,8
BK ラビット・パンチャー,8
暗躍のドルイド・ウィド,8
暗躍のドルイド・ドリュース,8
幻木龍,8
幻水龍,8
武装神竜プロテクト・ドラゴン,8
魂食神龍ドレイン・ドラゴン,8
子狸ぽんぽこ,8
子狸たんたん,8
ゴーストリック・ランタン,8
ゴーストリック・スペクター,8
ゴーストリックの魔女,8
ゴーストリックの雪女,8
ゴーストリック・キョンシー,8
ゴーストリック・シュタイン,8
武神－ミカヅチ,8
武神器－ヤタ,8
武神器－オハバリ,8
武神器－イクタ,8
武神器－ハチ,8
幻獣機サーバルホーク,8
幻獣機グリーフィン,8
ヴァンパイア・ソーサラー,8
シャドウ・ヴァンパイア,8
ヴァンパイア・グレイス,8
ゴースト姫－パンプリンセス－,8
黄血鬼,8
ヴァンパイア・キラー,8
荒魂,8
羅刹,8
ナチュラル・ボーン・サウルス,8
騎士デイ・グレファー,8
ジェノミックス・ファイター,8
姫葵マリーナ,8
剛地帝グランマーグ,8
カラスの巨群,8
土地鋸,8
覚星師ライズベルト,8
ブルー・ダストン,8
CNo.96 ブラック・ストーム,8
No.65 裁断魔人ジャッジ・バスター,8
CNo.65 裁断魔王ジャッジ・デビル,8
BK チート・コミッショナー,8
No.46 神影龍ドラッグルーオン,8
No.64 古狸三太夫,8
ゴーストリック・アルカード,8
武神帝－カグツチ,8
紅貴士－ヴァンパイア・ブラム,8
メリアスの木霊,8
神竜騎士フェルグラント,8
焔紫竜ピュラリス,8
鬼岩城,8
ガガガタッグ,8
バーニングナックル・スピリッツ,8
ドラゴン・シールド,8
ゴーストリック・ハウス,8
鏡鳴する武神,8
ヴァンパイア帝国,8
貪欲で無欲な壺,8
旗鼓堂々,8
帝王の開岩,8
聖蛇の息吹,8
ダストンのモップ,8
バースト・リバース,8
ナンバーズ・オーバーレイ・ブースト,8
陰謀の盾,8
ゴーストリック・アウト,8
ゴーストリック・パニック,8
ヴァンパイア・シフト,8
手違い,8
連鎖誘爆,8
グリザイユの牢獄,8
生存競争,8
大金星！？,8
ギャラクシーサーペント,8
聖騎士トリスタン,8
武神器－チカヘシ,8
幻獣機エアロスバード,8
こけコッコ,8
魔界発冥界行きバス,8
対峙するG,8
ゼラの天使,8
エクシーズ・オーバーディレイ,8
ムーンダンスの儀式,8
ラインモンスター Kホース,8
カオス・ソルジャー －宵闇の使者－,8
極夜の騎士ガイア,8
白夜の騎士ガイア,8
混沌の種,8
明と宵の逆転,8
勝利の方程式,8
ギミック・パペット－死の木馬,8
ゴゴゴゴーレム－GF,8
ドドドウィッチ,8
ドドドガッサー,8
トイナイト,8
バク団,8
護封剣の剣士,8
トラブル・ダイバー,8
レベル・マイスター,8
ゴゴゴ護符,8
ハーフ・アンブレイク,8
魂の一撃,8
琰魔竜 レッド・デーモン,8
No.72 ラインモンスター チャリオッツ・飛車,8
ZW－極星神馬聖鎧,8
悠久の黄金都市 グランポリス,8
E☆HERO 盤面の執行者,8
No.48 シャドー・リッチ,8
天穹覇龍ドラゴアセンション,8
ダブルフィン・シャーク,8
サイレント・アングラー,8
デプス・シャーク,8
セイバー・シャーク,8
ガード・ペンギン,8
No.73 激瀧神アビス・スプラッシュ,8
No.94 極氷姫クリスタル・ゼロ,8
FA－クリスタル・ゼロ・ランサー,8
FA－ブラック・レイ・ランサー,8
水神の護符,8
ダイヤモンド・ダスト,8
除雪機関車ハッスル・ラッセル,8
深夜急行騎士ナイト・エクスプレス・ナイト,8
臨時ダイヤ,8
無頼特急バトレイン,8
蒼炎の剣士,8
ハーピィ・レディ －鳳凰の陣－,8
サイバー・ドラゴン・コア,8
サイバー・ドラゴン・ドライ,8
サイバー・リペア・プラント,8
サイバー・ネットワーク,8
サイバー・ドラゴン・ノヴァ,8
ゴーストリック・グール,8
武神器－マフツ,8
ヴァンパイア・デューク,8
デーモンの巨神,8
湖の乙女ヴィヴィアン,8
聖騎士ボールス,8
魔聖騎士皇ランスロット,8
神聖騎士王アルトリウス,8
聖剣 EX－カリバーン,8
悪魔の憑代,8
ギアギアギア XG,8
ギアギアーノ Mk－Ⅲ,8
ギアギアタッカー,8
ライトロード・アーク ミカエル,8
ライトロード・メイデン ミネルバ,8
ライトロード・アサシン ライデン,8
ホワイト・ダストン,8
ZW－阿修羅副腕,8
ギラギランサー,8
虹クリボー,8
オーバーレイ・スナイパー,8
オーバーレイ・ブースター,8
フォトン・チャージマン,8
先史遺産モアイキャリア,8
先史遺産ウィングス・スフィンクス,8
ディープ・スペース・クルーザー・ナイン,8
ゴルゴニック・ゴーレム,8
ゴルゴニック・ガーゴイル,8
ゴルゴニック・グール,8
ゴルゴニック・ケルベロス,8
森羅の実張り ピース,8
森羅の影胞子 ストール,8
森羅の水先 リーフ,8
森羅の花卉士 ナルサス,8
森羅の番人 オーク,8
森羅の仙樹 レギア,8
ゴーストリック・フロスト,8
ゴーストリック・マリー,8
ゴーストリックの猫娘,8
ゴーストリック・スケルトン,8
ゴーストリック・マミー,8
武神－アラスダ,8
武神器－ヤサカニ,8
武神器－ヤツカ,8
武神器－オキツ,8
武神器－サグサ,8
墓守の使徒,8
墓守の伏兵,8
墓守の祈祷師,8
墓守の審神者,8
幻妖種ミトラ,8
森の聖獣 カラントーサ,8
和魂,8
暗黒ブラキ,8
紅姫チルビメ,8
凍氷帝メビウス,8
霊水鳥シレーヌ・オルカ,8
エクシーズ・アヴェンジャー,8
タックルセイダー,8
アドバンス・ディボーター,8
光子竜の聖騎士,8
CNo.101 S・H・Dark Knight,8
No.101 S・H・Ark Knight,8
No.39 希望皇ホープ・ルーツ,8
CNo.69 紋章死神カオス・オブ・アームズ,8
CNo.92 偽骸虚龍 Heart－eartH Chaos Dragon,8
ゴルゴニック・ガーディアン,8
森羅の守神 アルセイ,8
ゴーストリック・デュラハン,8
武神帝－ツクヨミ,8
妖精騎士イングナル,8
励輝士 ヴェルズビュート,8
ダウナード・マジシャン,8
神樹の守護獣－牙王,8
RUM－アストラル・フォース,8
RDM－ヌメロン・フォール,8
エクシーズ・シフト,8
光子竜降臨,8
森羅の霊峰,8
ゴーストリック・ミュージアム,8
武神集結,8
ネクロバレーの祭殿,8
オノマト連携,8
エクシーズ・オーバーライド,8
実力伯仲,8
相乗り,8
リリース・リバース・バースト,8
パージ・レイ,8
森羅の恵み,8
ゴーストリック・ロールシフト,8
璽律する武神,8
ネクロバレーの王墓,8
帝王の凍志,8
スキル・プリズナー,8
戦友の誓い,8
ダストンローラー,8
先史遺産ネブラ・ディスク,8
No.36 先史遺産－超機関フォーク＝ヒューク,8
紋章獣アンフィスバエナ,8
No.18 紋章祖プレイン・コート,8
昇華する紋章,8
SNo.39 希望皇ホープONE,8
SZW－天聖輝狼剣,8
ゴゴゴゴラム,8
ドドドドライバー,8
エクシーズ・チェンジ・タクティクス,8
サイバネティック・フュージョン・サポート,8
強化蘇生,8
森羅の葉心棒 ブレイド,8
森羅の蜜柑子 シトラ,8
ゴーストリック・イエティ,8
武神器－イオツミ,8
墓守の異端者,8
聖騎士パーシヴァル,8
聖剣を抱く王妃ギネヴィア,8
甲化鎧骨格,8
魔獣の懐柔,8
始源の帝王,8
ギアギアングラー,8
ライトロード・アーチャー フェリス,8
フィッシュボーグ－ドクター,8
サタンクロース,8
重装機甲 パンツァードラゴン,8
浮鵺城,8
巡死神リーパー,8
先史遺産ゴルディアス・ユナイト,8
ギミック・パペット－ハンプティ・ダンプティ,8
ギミック・パペット－シャドーフィーラー,8
サイレント・ウォビー,8
俊足なカバ バリキテリウム,8
魔王龍 ベエルゼ,8
玄翼竜 ブラック・フェザー,8
CNo.6 先史遺産カオス・アトランタル,8
CNo.15 ギミック・パペット－シリアルキラー,8
CNo.40 ギミック・パペット－デビルズ・ストリングス,8
CNo.88 ギミック・パペット－ディザスター・レオ,8
CNo.9 天蓋妖星カオス・ダイソン・スフィア,8
No.13 ケインズ・デビル,8
No.31 アベルズ・デビル,8
No.82 ハートランドラコ,8
トライエッジ・リヴァイア,8
RUM－アージェント・カオス・フォース,8
ガガガ学園の緊急連絡網,8
墓地墓地の恨み,8
No.58 炎圧鬼バーナー・バイサー,8
ZS－幻影賢者,8
銀河魔鏡士,8
銀河暴竜,8
防覇龍ヘリオスフィア,8
マーメイド・シャーク,8
ゲイザー・シャーク,8
ブリザード・サンダーバード,8
BK ビッグバンテージ,8
BK ベイル,8
アンブラル・ゴースト,8
アーティファクト－モラルタ,8
アーティファクト－ベガルタ,8
アーティファクト－フェイルノート,8
アーティファクト－アイギス,8
アーティファクト－アキレウス,8
アーティファクト－ラブリュス,8
アーティファクト－カドケウス,8
森羅の神芽 スプラウト,8
森羅の隠蜜 スナッフ,8
森羅の渡し守 ロータス,8
森羅の賢樹 シャーマン,8
ゴーストリックの人形,8
ゴーストリック・ワーウルフ,8
武神－ヒルメ,8
ティオの蟲惑魔,8
幻獣機オライオン,8
陽炎獣 ヒュドラー,8
マドルチェ・エンジェリー,8
ガスタの神裔 ピリカ,8
剣闘獣アウグストル,8
暗黒界の鬼神 ケルト,8
古代の機械箱,8
曙光の騎士,8
威光魔人,8
爆炎帝テスタロス,8
鰤っ子姫,8
否定ペンギン,8
失楽の聖女,8
スターダストン,8
No.62 銀河眼の光子竜皇,8
CNo.107 超銀河眼の時空龍,8
No.103 神葬零嬢ラグナ・ゼロ,8
CNo.103 神葬零嬢ラグナ・インフィニティ,8
CNo.102 光堕天使ノーブル・デーモン,8
No.80 狂装覇王ラプソディ・イン・バーサーク,8
CNo.80 葬装覇王レクイエム・イン・バーサーク,8
No.43 魂魄傀儡鬼ソウル・マリオネッター,8
CNo.43 魂魄傀儡鬼神カオス・マリオネッター,8
アーティファクト－デュランダル,8
森羅の鎮神 オレイア,8
ゴーストリック・サキュバス,8
武神姫－アマテラス,8
幻子力空母エンタープラズニル,8
暗遷士 カンゴルゴーム,8
波動竜フォノン・ドラゴン,8
リバース・ブレイカー,8
銀河の施し,8
RUM－七皇の剣,8
ドン・サウザンドの玉座,8
アーティファクト・ムーブメント,8
アーティファクトの解放,8
森羅の施し,8
ゴーストリック・パレード,8
武神決戦,8
コアキメイルの金剛核,8
スクラップ・ファクトリー,8
禁じられた聖典,8
ジャックポット７,8
双龍降臨,8
時空混沌渦,8
ラスト・カウンター,8
アーティファクトの神智,8
森羅の滝滑り,8
ゴーストリック・ナイト,8
武神隠,8
帝王の溶撃,8
進化の特異点,8
エクシーズ・ユニバース,8
召喚制限－ディスコードセクター,8
三位一択,8
ガガガシスター,8
No.55 ゴゴゴゴライアス,8
ドドドドロー,8
銀河眼の雲篭,8
銀河戦士,8
破滅のフォトン・ストリーム,8
タキオン・トランスミグレイション,8
BK シャドー,8
No.79 BK 新星のカイザー,8
ジョルト・カウンター,8
超電磁タートル,8
No.52 ダイヤモンド・クラブ・キング,8
月華竜 ブラック・ローズ,8
奇跡の創造者,8
幻想の黒魔導師,8
No.39 希望皇ビヨンド・ザ・ホープ,8
CX 冀望皇バリアン,8
魔道化リジョン,9
コピーキャット,9
ルーレット・スパイダー,9
黒魔族復活の棺,9
封魔の矢,9
召喚神エクゾディア,9
死なばもろとも,9
天声の服従,9
命削りの宝札,9
ジュラゲド,9
左腕の代償,9
造反劇,9
同胞の絆,9
パワー・ウォール,9
サイバー・エンジェル－弁天－,9
サイバー・エンジェル－韋駄天－,9
サイバー・エンジェル－荼吉尼－,9
サイバー・プチ・エンジェル,9
機械天使の儀式,9
HEROの遺産,9
堕天使降臨,9
堕天使ユコバック,9
奇術王 ムーン・スター,9
フォーム・チェンジ,9
V・HERO ヴァイオン,9
マスク・チェンジ・セカンド,9
The despair URANUS,9
薔薇恋人,9
The tripping MERCURY,9
BF－上弦のピナーカ,9
BF－残夜のクリス,9
BF T－漆黒のホーク・ジョー,9
The grand JUPITER,9
The blazing MARS,9
The suppression PLUTO,9
呪符竜,9
ティマイオスの眼,9
フラボット,9
ハンプティ・ダンディ,9
外神ナイアルラ,9
牙竜咆哮,9
プランクスケール,9
ラインモンスター スピア・ホイール,9
天輪の葬送士,9
ブラック・イリュージョン,9
星読みの魔術師,9
時読みの魔術師,9
魔装聖龍 イーサルウェポン,9
魔装戦士 ヴァンドラ,9
魔装戦士 アルニス,9
魔装戦士 テライガー,9
魔装戦士 ハイドロータス,9
黄龍の召喚士,9
青竜の召喚士,9
朱雀の召喚士,9
白虎の召喚士,9
玄武の召喚士,9
破邪の魔法壁,9
補給部隊,9
オッドアイズ・ドラゴン,9
伝説の騎士 ティマイオス,9
クリバンデット,9
竜騎士ブラック・マジシャン・ガール,9
レジェンド・オブ・ハート,9
狂戦士の魂,9
魂のリレー,9
ガーディアン・デスサイス,9
女神の聖剣－エアトス,9
死神の大鎌－デスサイス,9
守護神の宝札,9
ソウル・チャージ,9
賢者の石－サバティエル,9
瞬間融合,9
決闘融合－バトル・フュージョン,9
決戦融合－ファイナル・フュージョン,9
ペアサイクロイド,9
エアーズロック・サンライズ,9
ドゥーブルパッセ,9
カーボネドン,9
マスマティシャン,9
ラーの使徒,9
神縛りの塚,9
シューティング・スター,9
BF－突風のオロシ,9
BF－隠れ蓑のスチーム,9
BF－竜巻のハリケーン,9
ブラック・ソニック,9
ブラック・リベンジ,9
シャドー・インパルス,9
アサルト・ガンドッグ,9
ゲート・ブロッカー,9
ギャクタン,9
勇気機関車ブレイブポッポ,9
豪腕特急トロッコロッコ,9
工作列車シグナル・レッド,9
機関連結,9
CNo.73 激瀧瀑神アビス・スープラ,9
RUM－クイック・カオス,9
CNo.5 亡朧龍 カオス・キマイラ・ドラゴン,9
RUM－千死蛮巧,9
マジック・ハンド,9
ファイヤー・ハンド,9
アイス・ハンド,9
プロミネンス・ハンド,9
オボミ,9
ホープ剣スラッシュ,9
アーティファクト－デスサイズ,9
聖騎士の三兄弟,9
聖騎士エクター・ド・マリス,9
森羅の姫芽君 スプラウト,9
武神器－ツムガリ,9
ヴァンプ・オブ・ヴァンパイア,9
剣闘獣ネロキウス,9
円卓の聖騎士,9
約束の地 －アヴァロン－,9
連撃の帝王,9
ゲリラカイト,9
エレキック・ファイター,9
旧神ノーデン,9
驚天動地,9
ゴーストリック・ブレイク,9
閃光の騎士,9
フーコーの魔砲石,9
メタファイズ・アームド・ドラゴン,9
オッドアイズ・ペンデュラム・ドラゴン,9
EMアメンボート,9
EMウィップ・バイパー,9
EMソード・フィッシュ,9
EMディスカバー・ヒッポ,9
EMカレイドスコーピオン,9
EMヒックリカエル,9
超重武者ワカ－O２,9
超重武者ソード－９９９,9
超重武者ビッグベン－K,9
幻奏の音女アリア,9
幻奏の音女ソナタ,9
幻奏の音姫プロディジー・モーツァルト,9
バーバリアン・キング,9
星因士 デネブ,9
星因士 アルタイル,9
星因士 ベガ,9
星因士 シャム,9
星因士 ウヌク,9
シャドール・ファルコン,9
シャドール・ヘッジホッグ,9
シャドール・リザード,9
シャドール・ドラゴン,9
シャドール・ビースト,9
炎竜星－シュンゲイ,9
地竜星－ヘイカン,9
水竜星－ビシキ,9
風竜星－ホロウ,9
光竜星－リフン,9
アーティファクト－チャクラム,9
アーティファクト－ロンギヌス,9
デーモン・イーター,9
死の代行者 ウラヌス,9
儀式魔人デモリッシャー,9
電池メン－角型,9
共振虫,9
黒魔導戦士 ブレイカー,9
烈風帝ライザー,9
どぐう,9
ヒュプノシスター,9
リ・バイブル,9
ブンボーグ００１,9
華麗なる密偵－C,9
ワイトプリンス,9
エルシャドール・ミドラーシュ,9
エルシャドール・ネフィリム,9
竜姫神サフィラ,9
輝竜星－ショウフク,9
転生竜サンサーラ,9
星輝士 デルタテロス,9
鳥銃士カステル,9
カバーカーニバル,9
蛮族の狂宴LV５,9
星輝士の因子,9
天架ける星因士,9
影依融合,9
影牢の呪縛,9
竜星の輝跡,9
竜星の気脈,9
祝祷の聖歌,9
幻界突破,9
魔力の泉,9
帝王の烈旋,9
ポップルアップ,9
バーバリアン・レイジ,9
バーバリアン・ハウリング,9
神星なる波動,9
神星なる因子,9
堕ち影の蠢き,9
影依の原核,9
竜星の具象化,9
竜星の極み,9
連鎖解呪,9
真剣勝負,9
ペンデュラム・バック,9
時空の落とし穴,9
出たら目,9
H・C 強襲のハルベルト,9
H・C サウザンド・ブレード,9
光天使セプター,9
光天使スケール,9
光天使スローネ,9
ナンバーズハンター,9
No.86 H－C ロンゴミアント,9
鍵魔人ハミハミハミング,9
希望郷－オノマトピア－,9
マーシャリング・フィールド,9
EMシルバー・クロウ,9
ライトロードの神域,9
プリミティブ・バタフライ,9
ジャンク・アンカー,9
No.99 希望皇龍ホープドラグーン,9
ナナナ,9
氷帝家臣エッシャー,9
E・HERO シャドー・ミスト,9
マスク・チャージ,9
C・HERO カオス,9
M・HERO 光牙,9
M・HERO カミカゼ,9
M・HERO ダーク・ロウ,9
E・HERO Core,9
竜角の狩猟者,9
凶星の魔術師,9
彼岸の悪鬼 スカラマリオン,9
彼岸の悪鬼 グラバースニッチ,9
彼岸の悪鬼 ガトルホッグ,9
彼岸の旅人 ダンテ,9
旅人の到彼岸,9
U.A.マイティスラッガー,9
U.A.パーフェクトエース,9
U.A.スタジアム,9
DDD制覇王カイゼル,9
DDプラウド・オーガ,9
DDプラウド・シュバリエ,9
EMヘイタイガー,9
EMジンライノ,9
EMチアモール,9
EMトランポリンクス,9
ブロック・スパイダー,9
幻奏の音女カノン,9
幻奏の音女セレナ,9
幻奏の音女エレジー,9
幻奏の音姫ローリイット・フランソワ,9
超重武者カブ－１０,9
超重武者テンB－N,9
超重武者装留ファイヤー・アーマー,9
超重武者装留グレート・ウォール,9
超重武者装留ブレイク・アーマー,9
超重武者装留ビッグバン,9
エッジインプ・シザー,9
ファーニマル・ライオ,9
ファーニマル・ベア,9
ファーニマル・ドッグ,9
ファーニマル・オウル,9
ファーニマル・キャット,9
ファーニマル・ラビット,9
クリフォート・ツール,9
クリフォート・アーカイブ,9
クリフォート・ゲノム,9
クリフォート・ディスク,9
クリフォート・シェル,9
アポクリフォート・キラー,9
星因士 シリウス,9
星因士 プロキオン,9
星因士 ベテルギウス,9
シャドール・ハウンド,9
魔竜星－トウテツ,9
闇竜星－ジョクト,9
竜胆ブルーム,9
ナイト・ドラゴリッチ,9
破面竜,9
マシンナーズ・メガフォーム,9
轟雷帝ザボルグ,9
森の聖獣 ヴァレリフォーン,9
レスキューラット,9
番犬－ウォッチドッグ,9
電光－雪花－,9
ブンボーグ００２,9
Ms.JUDGE,9
おねだりゴブリン,9
崇光なる宣告者,9
デストーイ・シザー・ベアー,9
デストーイ・シザー・ウルフ,9
エルシャドール・エグリスタ,9
エルシャドール・シェキナーガ,9
始祖竜ワイアーム,9
邪竜星－ガイザー,9
虹光の宣告者,9
ダーク・リベリオン・エクシーズ・ドラゴン,9
星輝士 トライヴェール,9
ワンダー・バルーン,9
モノマネンド,9
ドロー・マッスル,9
マジカル・スター・イリュージョン,9
独奏の第１楽章,9
トイポット,9
機殻の生贄,9
機殻の要塞,9
星守る結界,9
神の写し身との接触,9
異層空間,9
宣告者の神託,9
帝王の轟毅,9
妖刀竹光,9
エンタメ・フラッシュ,9
EMリバイバル,9
びっくり箱,9
幻影騎士団シャドーベイル,9
隠されし機殻,9
起動する機殻,9
竜星の凶暴化,9
ナチュルの神星樹,9
竜魂の幻泉,9
融合準備,9
神の忠告,9
異次元の邂逅,9
FNo.0 未来皇ホープ,9
ガガガザムライ,9
ガガガマンサー,9
ガードゴー！,9
かっとビング・チャレンジ,9
運命の扉,9
E・HERO ブレイズマン,9
ナチュル・ガイアストライオ,9
幻獣機ヤクルスラーン,9
ゴーストリックの駄天使,9
盾航戦車ステゴサイバー,9
名匠 ガミル,9
カード・アドバンス,9
シールドバッシュ,9
鼓舞,9
恐撃,9
不屈の闘志,9
タイフーン,9
鏡像のスワンプマン,9
量子猫,9
P・M・キャプチャー,9
スピリチューアル・ウィスパー,9
X－レイ・ピアース,9
古神クトグア,9
禁断のトラペゾヘドロン,9
DDリリス,9
DDナイト・ハウリング,9
DD魔導賢者ガリレイ,9
DD魔導賢者ケプラー,9
DDD死偉王ヘル・アーマゲドン,9
DDD烈火王テムジン,9
DDD疾風王アレクサンダー,9
地獄門の契約書,9
魔神王の契約書,9
戦乙女の契約書,9
契約洗浄,9
DDDの人事権,9
DDリクルート,9
セイバー・リフレクト,9
吸光融合,9
セイクリッド・テンペスト,9
牙狼の双王 ロムルス－レムス,9
輝銀の天空船－レオ号,9
DDD怒濤王シーザー,9
DDケルベロス,9
No.23 冥界の霊騎士ランスロット,9
DDD反骨王レオニダス,9
ギャラクシーアイズ FA・フォトン・ドラゴン,9
極星邪龍ヨルムンガンド,9
極星邪狼フェンリル,9
星屑の残光,9
伝説の預言者マーリン,9
聖騎士ベディヴィエール,9
聖騎士伝説の終幕,9
魔妖仙獣 大刃禍是,9
妖仙獣 閻魔巳裂,9
妖仙獣 鎌壱太刀,9
妖仙獣 鎌弐太刀,9
妖仙獣 鎌参太刀,9
妖仙獣 左鎌神柱,9
妖仙獣 右鎌神柱,9
修験の妖社,9
妖仙獣の秘技,9
影霊衣の術士 シュリット,9
影霊衣の大魔道士,9
影霊衣の戦士 エグザ,9
クラウソラスの影霊衣,9
ブリューナクの影霊衣,9
トリシューラの影霊衣,9
ユニコールの影霊衣,9
